Periodo,Anio,MesNumero,MesNombre,Trimestre,CodigoSerie,NombreIndicador,NombreCorto,Categoria,Unidad,Valor,Valor_Mes_Anterior,Variacion_Mensual_Abs,Variacion_Mensual_Pct,Valor_Anio_Anterior,Variacion_Interanual_Abs,Variacion_Interanual_Pct,Fecha_Carga,Fuente_URL
2020-11-01,2020,11,Noviembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.14,1.72,0.42,24.4186,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2020-12-01,2020,12,Diciembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.97,2.14,-0.17,-7.9439,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-01-01,2021,1,Enero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.68,1.97,0.71,36.0406,1.89,0.79,41.7989,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-02-01,2021,2,Febrero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.4,2.68,-0.28,-10.4478,1.9,0.5,26.3158,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-03-01,2021,3,Marzo,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.6,2.4,0.2,8.3333,1.82,0.78,42.8571,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-04-01,2021,4,Abril,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.38,2.6,-0.22,-8.4615,1.72,0.66,38.3721,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-05-01,2021,5,Mayo,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.45,2.38,0.07,2.9412,1.78,0.67,37.6404,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-06-01,2021,6,Junio,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,3.25,2.45,0.8,32.6531,1.6,1.65,103.125,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-07-01,2021,7,Julio,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,3.81,3.25,0.56,17.2308,1.86,1.95,104.8387,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-08-01,2021,8,Agosto,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,4.95,3.81,1.14,29.9213,1.69,3.26,192.8994,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-09-01,2021,9,Septiembre,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,5.23,4.95,0.28,5.6566,1.82,3.41,187.3626,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-10-01,2021,10,Octubre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,5.83,5.23,0.6,11.4723,1.72,4.11,238.9535,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-11-01,2021,11,Noviembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,5.66,5.83,-0.17,-2.916,2.14,3.52,164.486,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2021-12-01,2021,12,Diciembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,6.43,5.66,0.77,13.6042,1.97,4.46,226.3959,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-01-01,2022,1,Enero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,5.68,6.43,-0.75,-11.6641,2.68,3.0,111.9403,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-02-01,2022,2,Febrero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,6.15,5.68,0.47,8.2746,2.4,3.75,156.25,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-03-01,2022,3,Marzo,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,6.82,6.15,0.67,10.8943,2.6,4.22,162.3077,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-04-01,2022,4,Abril,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,7.96,6.82,1.14,16.7155,2.38,5.58,234.4538,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-05-01,2022,5,Mayo,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.09,7.96,0.13,1.6332,2.45,5.64,230.2041,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-06-01,2022,6,Junio,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.81,8.09,0.72,8.8999,3.25,5.56,171.0769,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-07-01,2022,7,Julio,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.74,8.81,-0.07,-0.7946,3.81,4.93,129.3963,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-08-01,2022,8,Agosto,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.4,8.74,-0.34,-3.8902,4.95,3.45,69.697,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-09-01,2022,9,Septiembre,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.53,8.4,0.13,1.5476,5.23,3.3,63.0975,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-10-01,2022,10,Octubre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.28,8.53,-0.25,-2.9308,5.83,2.45,42.024,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-11-01,2022,11,Noviembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.45,8.28,0.17,2.0531,5.66,2.79,49.2933,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2022-12-01,2022,12,Diciembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.46,8.45,0.01,0.1183,6.43,2.03,31.5708,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-01-01,2023,1,Enero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.66,8.46,0.2,2.3641,5.68,2.98,52.4648,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-02-01,2023,2,Febrero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.65,8.66,-0.01,-0.1155,6.15,2.5,40.6504,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-03-01,2023,3,Marzo,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,8.4,8.65,-0.25,-2.8902,6.82,1.58,23.1672,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-04-01,2023,4,Abril,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,7.97,8.4,-0.43,-5.119,7.96,0.01,0.1256,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-05-01,2023,5,Mayo,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,7.89,7.97,-0.08,-1.0038,8.09,-0.2,-2.4722,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-06-01,2023,6,Junio,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,6.46,7.89,-1.43,-18.1242,8.81,-2.35,-26.6742,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-07-01,2023,7,Julio,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,5.88,6.46,-0.58,-8.9783,8.74,-2.86,-32.7231,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-08-01,2023,8,Agosto,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,5.58,5.88,-0.3,-5.102,8.4,-2.82,-33.5714,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-09-01,2023,9,Septiembre,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,5.04,5.58,-0.54,-9.6774,8.53,-3.49,-40.9144,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-10-01,2023,10,Octubre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,4.34,5.04,-0.7,-13.8889,8.28,-3.94,-47.5845,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-11-01,2023,11,Noviembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,3.64,4.34,-0.7,-16.129,8.45,-4.81,-56.9231,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2023-12-01,2023,12,Diciembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,3.24,3.64,-0.4,-10.989,8.46,-5.22,-61.7021,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-01-01,2024,1,Enero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,3.02,3.24,-0.22,-6.7901,8.66,-5.64,-65.127,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-02-01,2024,2,Febrero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,3.29,3.02,0.27,8.9404,8.65,-5.36,-61.9653,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-03-01,2024,3,Marzo,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,3.05,3.29,-0.24,-7.2948,8.4,-5.35,-63.6905,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-04-01,2024,4,Abril,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.42,3.05,-0.63,-20.6557,7.97,-5.55,-69.6361,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-05-01,2024,5,Mayo,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.0,2.42,-0.42,-17.3554,7.89,-5.89,-74.6515,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-06-01,2024,6,Junio,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.29,2.0,0.29,14.5,6.46,-4.17,-64.5511,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-07-01,2024,7,Julio,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.13,2.29,-0.16,-6.9869,5.88,-3.75,-63.7755,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-08-01,2024,8,Agosto,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.03,2.13,-0.1,-4.6948,5.58,-3.55,-63.6201,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-09-01,2024,9,Septiembre,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.78,2.03,-0.25,-12.3153,5.04,-3.26,-64.6825,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-10-01,2024,10,Octubre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.01,1.78,0.23,12.9213,4.34,-2.33,-53.6866,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-11-01,2024,11,Noviembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.27,2.01,0.26,12.9353,3.64,-1.37,-37.6374,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2024-12-01,2024,12,Diciembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.97,2.27,-0.3,-13.2159,3.24,-1.27,-39.1975,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-01-01,2025,1,Enero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.85,1.97,-0.12,-6.0914,3.02,-1.17,-38.7417,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-02-01,2025,2,Febrero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.48,1.85,-0.37,-20.0,3.29,-1.81,-55.0152,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-03-01,2025,3,Marzo,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.28,1.48,-0.2,-13.5135,3.05,-1.77,-58.0328,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-04-01,2025,4,Abril,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.65,1.28,0.37,28.9062,2.42,-0.77,-31.8182,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-05-01,2025,5,Mayo,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.69,1.65,0.04,2.4242,2.0,-0.31,-15.5,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-06-01,2025,6,Junio,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.69,1.69,0.0,0.0,2.29,-0.6,-26.2009,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-07-01,2025,7,Julio,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.69,1.69,0.0,0.0,2.13,-0.44,-20.6573,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-08-01,2025,8,Agosto,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.11,1.69,-0.58,-34.3195,2.03,-0.92,-45.3202,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-09-01,2025,9,Septiembre,T3,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.36,1.11,0.25,22.5225,1.78,-0.42,-23.5955,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-10-01,2025,10,Octubre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.35,1.36,-0.01,-0.7353,2.01,-0.66,-32.8358,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-11-01,2025,11,Noviembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.37,1.35,0.02,1.4815,2.27,-0.9,-39.6476,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2025-12-01,2025,12,Diciembre,T4,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.51,1.37,0.14,10.219,1.97,-0.46,-23.3503,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2026-01-01,2026,1,Enero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,1.7,1.51,0.19,12.5828,1.85,-0.15,-8.1081,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2026-02-01,2026,2,Febrero,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,2.21,1.7,0.51,30.0,1.48,0.73,49.3243,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2026-03-01,2026,3,Marzo,T1,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,3.8,2.21,1.59,71.9457,1.28,2.52,196.875,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2026-04-01,2026,4,Abril,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,4.01,3.8,0.21,5.5263,1.65,2.36,143.0303,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2026-05-01,2026,5,Mayo,T2,PN01273PM,Inflación anual - IPC Lima Metropolitana,Inflación 12 meses,Precios,% 12 meses,3.91,4.01,-0.1,-2.4938,1.69,2.22,131.3609,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01273PM/html
2020-01-01,2020,1,Enero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,162.4,,,,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-02-01,2020,2,Febrero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,161.7,162.4,-0.7,-0.431,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-03-01,2020,3,Marzo,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,137.5,161.7,-24.2,-14.966,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-04-01,2020,4,Abril,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,102.9,137.5,-34.6,-25.1636,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-05-01,2020,5,Mayo,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,118.0,102.9,15.1,14.6744,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-06-01,2020,6,Junio,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,139.4,118.0,21.4,18.1356,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-07-01,2020,7,Julio,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,154.0,139.4,14.6,10.4735,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-08-01,2020,8,Agosto,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,156.8,154.0,2.8,1.8182,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-09-01,2020,9,Septiembre,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,162.2,156.8,5.4,3.4439,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-10-01,2020,10,Octubre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,170.5,162.2,8.3,5.1171,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-11-01,2020,11,Noviembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,170.5,170.5,0.0,0.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2020-12-01,2020,12,Diciembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,191.5,170.5,21.0,12.3167,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-01-01,2021,1,Enero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,160.8,191.5,-30.7,-16.0313,162.4,-1.6,-0.9852,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-02-01,2021,2,Febrero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,155.5,160.8,-5.3,-3.296,161.7,-6.2,-3.8343,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-03-01,2021,3,Marzo,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,164.8,155.5,9.3,5.9807,137.5,27.3,19.8545,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-04-01,2021,4,Abril,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,164.5,164.8,-0.3,-0.182,102.9,61.6,59.8639,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-05-01,2021,5,Mayo,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,175.3,164.5,10.8,6.5653,118.0,57.3,48.5593,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-06-01,2021,6,Junio,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,172.0,175.3,-3.3,-1.8825,139.4,32.6,23.3859,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-07-01,2021,7,Julio,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,174.5,172.0,2.5,1.4535,154.0,20.5,13.3117,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-08-01,2021,8,Agosto,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,175.6,174.5,1.1,0.6304,156.8,18.8,11.9898,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-09-01,2021,9,Septiembre,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,178.5,175.6,2.9,1.6515,162.2,16.3,10.0493,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-10-01,2021,10,Octubre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,178.6,178.5,0.1,0.056,170.5,8.1,4.7507,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-11-01,2021,11,Noviembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,176.9,178.6,-1.7,-0.9518,170.5,6.4,3.7537,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2021-12-01,2021,12,Diciembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,195.4,176.9,18.5,10.4579,191.5,3.9,2.0366,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-01-01,2022,1,Enero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,165.7,195.4,-29.7,-15.1996,160.8,4.9,3.0473,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-02-01,2022,2,Febrero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,163.1,165.7,-2.6,-1.5691,155.5,7.6,4.8875,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-03-01,2022,3,Marzo,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,171.3,163.1,8.2,5.0276,164.8,6.5,3.9442,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
