Periodo,Anio,MesNumero,MesNombre,Trimestre,CodigoSerie,NombreIndicador,NombreCorto,Categoria,Unidad,Valor,Valor_Mes_Anterior,Variacion_Mensual_Abs,Variacion_Mensual_Pct,Valor_Anio_Anterior,Variacion_Interanual_Abs,Variacion_Interanual_Pct,Fecha_Carga,Fuente_URL
2022-04-01,2022,4,Abril,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,171.2,171.3,-0.1,-0.0584,164.5,6.7,4.0729,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-05-01,2022,5,Mayo,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,179.8,171.2,8.6,5.0234,175.3,4.5,2.567,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-06-01,2022,6,Junio,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,178.4,179.8,-1.4,-0.7786,172.0,6.4,3.7209,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-07-01,2022,7,Julio,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,178.0,178.4,-0.4,-0.2242,174.5,3.5,2.0057,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-08-01,2022,8,Agosto,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,179.1,178.0,1.1,0.618,175.6,3.5,1.9932,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-09-01,2022,9,Septiembre,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,182.4,179.1,3.3,1.8425,178.5,3.9,2.1849,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-10-01,2022,10,Octubre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,183.3,182.4,0.9,0.4934,178.6,4.7,2.6316,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-11-01,2022,11,Noviembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,180.8,183.3,-2.5,-1.3639,176.9,3.9,2.2046,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2022-12-01,2022,12,Diciembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,197.9,180.8,17.1,9.458,195.4,2.5,1.2794,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-01-01,2023,1,Enero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,164.7,197.9,-33.2,-16.7761,165.7,-1.0,-0.6035,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-02-01,2023,2,Febrero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,162.5,164.7,-2.2,-1.3358,163.1,-0.6,-0.3679,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-03-01,2023,3,Marzo,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,172.7,162.5,10.2,6.2769,171.3,1.4,0.8173,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-04-01,2023,4,Abril,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,172.4,172.7,-0.3,-0.1737,171.2,1.2,0.7009,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-05-01,2023,5,Mayo,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,177.7,172.4,5.3,3.0742,179.8,-2.1,-1.168,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-06-01,2023,6,Junio,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,177.2,177.7,-0.5,-0.2814,178.4,-1.2,-0.6726,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-07-01,2023,7,Julio,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,176.2,177.2,-1.0,-0.5643,178.0,-1.8,-1.0112,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-08-01,2023,8,Agosto,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,179.2,176.2,3.0,1.7026,179.1,0.1,0.0558,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-09-01,2023,9,Septiembre,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,180.7,179.2,1.5,0.8371,182.4,-1.7,-0.932,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-10-01,2023,10,Octubre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,182.0,180.7,1.3,0.7194,183.3,-1.3,-0.7092,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-11-01,2023,11,Noviembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,182.1,182.0,0.1,0.0549,180.8,1.3,0.719,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2023-12-01,2023,12,Diciembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,196.1,182.1,14.0,7.6881,197.9,-1.8,-0.9096,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-01-01,2024,1,Enero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,167.8,196.1,-28.3,-14.4314,164.7,3.1,1.8822,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-02-01,2024,2,Febrero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,167.6,167.8,-0.2,-0.1192,162.5,5.1,3.1385,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-03-01,2024,3,Marzo,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,172.0,167.6,4.4,2.6253,172.7,-0.7,-0.4053,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-04-01,2024,4,Abril,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,181.9,172.0,9.9,5.7558,172.4,9.5,5.5104,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-05-01,2024,5,Mayo,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,187.9,181.9,6.0,3.2985,177.7,10.2,5.74,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-06-01,2024,6,Junio,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,177.8,187.9,-10.1,-5.3752,177.2,0.6,0.3386,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-07-01,2024,7,Julio,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,184.7,177.8,6.9,3.8808,176.2,8.5,4.8241,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-08-01,2024,8,Agosto,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,186.4,184.7,1.7,0.9204,179.2,7.2,4.0179,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-09-01,2024,9,Septiembre,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,187.0,186.4,0.6,0.3219,180.7,6.3,3.4864,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-10-01,2024,10,Octubre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,189.0,187.0,2.0,1.0695,182.0,7.0,3.8462,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-11-01,2024,11,Noviembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,190.1,189.0,1.1,0.582,182.1,8.0,4.3932,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2024-12-01,2024,12,Diciembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,206.0,190.1,15.9,8.364,196.1,9.9,5.0484,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-01-01,2025,1,Enero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,175.2,206.0,-30.8,-14.9515,167.8,7.4,4.41,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-02-01,2025,2,Febrero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,172.5,175.2,-2.7,-1.5411,167.6,4.9,2.9236,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-03-01,2025,3,Marzo,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,180.2,172.5,7.7,4.4638,172.0,8.2,4.7674,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-04-01,2025,4,Abril,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,184.4,180.2,4.2,2.3307,181.9,2.5,1.3744,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-05-01,2025,5,Mayo,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,192.2,184.4,7.8,4.2299,187.9,4.3,2.2885,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-06-01,2025,6,Junio,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,186.6,192.2,-5.6,-2.9136,177.8,8.8,4.9494,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-07-01,2025,7,Julio,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,191.3,186.6,4.7,2.5188,184.7,6.6,3.5734,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-08-01,2025,8,Agosto,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,192.5,191.3,1.2,0.6273,186.4,6.1,3.2725,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-09-01,2025,9,Septiembre,T3,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,195.4,192.5,2.9,1.5065,187.0,8.4,4.492,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-10-01,2025,10,Octubre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,196.7,195.4,1.3,0.6653,189.0,7.7,4.0741,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-11-01,2025,11,Noviembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,193.0,196.7,-3.7,-1.881,190.1,2.9,1.5255,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2025-12-01,2025,12,Diciembre,T4,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,213.9,193.0,20.9,10.829,206.0,7.9,3.835,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2026-01-01,2026,1,Enero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,181.6,213.9,-32.3,-15.1005,175.2,6.4,3.653,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2026-02-01,2026,2,Febrero,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,178.9,181.6,-2.7,-1.4868,172.5,6.4,3.7101,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2026-03-01,2026,3,Marzo,T1,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,186.0,178.9,7.1,3.9687,180.2,5.8,3.2186,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
2026-04-01,2026,4,Abril,T2,PN01770AM,PBI - índice 2007=100,PBI,Actividad económica,Índice 2007=100,191.3,186.0,5.3,2.8495,184.4,6.9,3.7419,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PN01770AM
